Income,Savings,Expenses,Saving Percentage,Expense Percentage,Expense Category
137343,22352,114991,16.274582614330544,83.72541738566946,Healthcare
122284,61377,60907,50.1921755912466,49.80782440875339,Healthcare
168322,28741,139581,17.075010990838987,82.92498900916101,Healthcare
227869,61336,166533,26.917219981656125,73.08278001834387,Entertainment
13595,7196,6399,52.931224714968735,47.068775285031265,Housing
54182,14958,39224,27.606954339079397,72.39304566092059,Food
58430,28153,30277,48.182440527126474,51.81755947287352,Food
188525,46185,142340,24.49807717809309,75.5019228219069,Entertainment
145334,7062,138272,4.85915202223843,95.14084797776157,Healthcare
124316,9791,114525,7.875896907879919,92.12410309212008,Healthcare
131762,42482,89280,32.24146567295578,67.75853432704422,Healthcare
29824,6406,23418,21.47934549356223,78.52065450643777,Housing
91640,42724,48916,46.62156263640332,53.37843736359669,Transportation
64458,38525,25933,59.767600608147944,40.232399391852056,Transportation
245072,36462,208610,14.878076646862961,85.12192335313703,Entertainment
160859,38991,121868,24.23924057715142,75.76075942284858,Healthcare
59165,9944,49221,16.807234006591734,83.19276599340827,Food
23666,1169,22497,4.939575762697541,95.06042423730246,Housing
158585,16135,142450,10.174354447141912,89.82564555285809,Healthcare
183757,44898,138859,24.43335491981258,75.56664508018743,Entertainment
56303,8023,48280,14.24968474148802,85.75031525851198,Food
114647,15377,99270,13.41247481399426,86.58752518600575,Transportation
125473,51864,73609,41.33478915782678,58.665210842173224,Healthcare
70648,36590,34058,51.79198278790624,48.208017212093765,Transportation
16131,7811,8320,48.4222924803174,51.577707519682605,Housing
227579,39844,187735,17.507766533819023,82.49223346618098,Entertainment
69051,29743,39308,43.07395982679469,56.926040173205315,Transportation
167621,46262,121359,27.5991671687915,72.40083283120849,Healthcare
26542,8680,17862,32.70288599201266,67.29711400798733,Housing
47958,4136,43822,8.624212852912965,91.37578714708704,Food
117255,54947,62308,46.86111466461985,53.13888533538016,Transportation
162301,42757,119544,26.344261588037043,73.65573841196296,Healthcare
102156,41565,60591,40.68777164336896,59.31222835663104,Transportation
174878,69942,104936,39.99473918960647,60.00526081039354,Healthcare
101213,32767,68446,32.37429974410402,67.62570025589598,Transportation
42768,1274,41494,2.9788627010849233,97.02113729891508,Food
115263,38662,76601,33.54242037774481,66.4575796222552,Transportation
56998,32498,24500,57.016035650373695,42.983964349626305,Food
72524,26747,45777,36.88020517345982,63.11979482654018,Transportation
210196,15659,194537,7.449713600639403,92.55028639936059,Entertainment
16764,4177,12587,24.916487711763303,75.0835122882367,Housing
150895,22210,128685,14.71884422943106,85.28115577056894,Healthcare
46523,8818,37705,18.954065730928786,81.04593426907121,Food
29926,13104,16822,43.78801042571677,56.21198957428323,Housing
118382,40214,78168,33.969691338210204,66.03030866178979,Transportation
216610,11186,205424,5.164119846729145,94.83588015327086,Entertainment
196076,36029,160047,18.375017850221344,81.62498214977866,Entertainment
20913,5189,15724,24.81231769712619,75.18768230287381,Housing
140039,4423,135616,3.158405872649762,96.84159412735023,Healthcare
15784,9152,6632,57.98276735935124,42.01723264064876,Housing
214025,357,213668,0.1668029435813573,99.83319705641864,Entertainment
22023,11278,10745,51.2100985333515,48.78990146664851,Housing
128385,44683,83702,34.803910114109904,65.1960898858901,Healthcare
130123,61744,68379,47.45048915257103,52.54951084742897,Healthcare
19729,5036,14693,25.525875614577526,74.47412438542248,Housing
128303,69993,58310,54.55289432047575,45.44710567952425,Healthcare
175748,2540,173208,1.445251155062931,98.55474884493707,Healthcare
85952,4629,81323,5.385564035740878,94.61443596425913,Transportation
16747,2529,14218,15.101212157401326,84.89878784259868,Housing
22980,6444,16536,28.041775456919062,71.95822454308095,Housing
96270,34696,61574,36.04030331359718,63.95969668640282,Transportation
121372,56359,65013,46.434927330850606,53.565072669149394,Healthcare
132075,44767,87308,33.89513533976907,66.10486466023093,Healthcare
59679,19394,40285,32.4971933175824,67.5028066824176,Food
203849,61616,142233,30.22629495361763,69.77370504638237,Entertainment
100439,4860,95579,4.838757853025219,95.16124214697477,Transportation
120120,9326,110794,7.763902763902763,92.23609723609724,Healthcare
117163,48577,68586,41.46104145506687,58.53895854493313,Transportation
20196,7992,12204,39.57219251336899,60.42780748663101,Housing
111613,7752,103861,6.945427503964592,93.0545724960354,Transportation
65794,9837,55957,14.95121135665866,85.04878864334134,Transportation
13258,1381,11877,10.416352391009202,89.5836476089908,Housing
84142,1467,82675,1.7434812578735945,98.2565187421264,Transportation
120816,42556,78260,35.22381141570653,64.77618858429346,Healthcare
13620,811,12809,5.954478707782672,94.04552129221733,Housing
49115,20249,28866,41.227730835793544,58.772269164206456,Food
10194,5421,4773,53.17834020011772,46.82165979988228,Housing
233292,37748,195544,16.18058055998491,83.81941944001508,Entertainment
211725,52425,159300,24.760892667375135,75.23910733262487,Entertainment
218034,58071,159963,26.633919480448004,73.366080519552,Entertainment
46414,4667,41747,10.055155771965357,89.94484422803465,Food
20011,3270,16741,16.341012443156263,83.65898755684373,Housing
196213,66465,129748,33.87390234082349,66.12609765917651,Entertainment
156971,67086,89885,42.73783055468844,57.26216944531155,Healthcare
134194,9860,124334,7.347571426442315,92.65242857355769,Healthcare
27777,4434,23343,15.962846959714872,84.03715304028513,Housing
26814,1539,25275,5.739539046766614,94.26046095323338,Housing
32403,3088,29315,9.5299817918094,90.4700182081906,Food
188797,11938,176859,6.323193694815066,93.67680630518494,Entertainment
106411,57262,49149,53.81210589130823,46.187894108691765,Transportation
97837,39554,58283,40.42846775759682,59.57153224240318,Transportation
221185,8900,212285,4.023780997807266,95.97621900219274,Entertainment
37207,2025,35182,5.442524256188352,94.55747574381165,Food
119528,32781,86747,27.425373134328357,72.57462686567165,Transportation
36795,21030,15765,57.154504688136974,42.845495311863026,Food
76498,27706,48792,36.217940338309496,63.782059661690504,Transportation
163467,57351,106116,35.08414542384701,64.91585457615298,Healthcare
11345,5468,5877,48.19744380784486,51.80255619215514,Housing
155324,61635,93689,39.68156884963045,60.31843115036955,Healthcare
43396,12861,30535,29.636372015853997,70.363627984146,Food
27892,15846,12046,56.81198910081744,43.18801089918256,Housing
180167,64915,115252,36.03046062819495,63.96953937180505,Entertainment
44171,14678,29493,33.229947250458444,66.77005274954155,Food
77683,25722,51961,33.11149157473321,66.88850842526679,Transportation
31759,12346,19413,38.87401996284518,61.125980037154825,Food
206649,3826,202823,1.8514485915731504,98.14855140842685,Entertainment
111996,25051,86945,22.367763134397656,77.63223686560235,Transportation
19993,11552,8441,57.78022307807733,42.21977692192267,Housing
53120,12835,40285,24.16227409638554,75.83772590361446,Food
19132,8199,10933,42.854902780681584,57.145097219318416,Housing
49489,2877,46612,5.8134130816949225,94.18658691830508,Food
92529,13630,78899,14.730516919019983,85.26948308098001,Transportation
207925,60367,147558,29.033064807021763,70.96693519297824,Entertainment
15000,1104,13896,7.359999999999999,92.64,Housing
38681,15549,23132,40.1980300405884,59.80196995941159,Food
213555,4666,208889,2.184917234436094,97.81508276556391,Entertainment
17355,9720,7635,56.00691443388073,43.99308556611927,Housing
166700,62958,103742,37.76724655068986,62.23275344931014,Healthcare
28018,13800,14218,49.254050967235344,50.74594903276465,Housing
182040,28083,153957,15.426829268292682,84.57317073170731,Entertainment
29697,16583,13114,55.84065730545172,44.15934269454827,Housing
39352,5962,33390,15.15043708070746,84.84956291929254,Food
141627,49433,92194,34.90365537644658,65.09634462355342,Healthcare
136546,67140,69406,49.17024299503464,50.82975700496536,Healthcare
205486,42924,162562,20.889014336743138,79.11098566325686,Entertainment
98751,43108,55643,43.6532288280625,56.346771171937505,Transportation
194232,59952,134280,30.866180649944397,69.1338193500556,Entertainment
125020,58915,66105,47.12446008638618,52.87553991361382,Healthcare
125966,9330,116636,7.406760554435324,92.59323944556468,Healthcare
154956,11070,143886,7.1439634476883755,92.85603655231162,Healthcare
31107,2775,28332,8.920821680007714,91.07917831999228,Food
151623,69876,81747,46.08535644328367,53.91464355671632,Healthcare
138231,34947,103284,25.28159385376652,74.71840614623348,Healthcare
247140,33578,213562,13.586631059318604,86.4133689406814,Entertainment
22133,12140,9993,54.85022364794651,45.14977635205349,Housing
195180,18221,176959,9.335485193155037,90.66451480684496,Entertainment
94778,15347,79431,16.19257633628057,83.80742366371943,Transportation
243327,28081,215246,11.540437353848935,88.45956264615107,Entertainment
151730,4157,147573,2.73973505569103,97.26026494430897,Healthcare
52629,30980,21649,58.86488437933459,41.13511562066542,Food
70940,14416,56524,20.321398364815337,79.67860163518466,Transportation
13447,456,12991,3.3910909496541977,96.6089090503458,Housing
28303,5762,22541,20.35826590820761,79.64173409179239,Housing
67634,29598,38036,43.762013188632935,56.237986811367065,Transportation
163072,62611,100461,38.394696821036106,61.60530317896389,Healthcare
80065,13954,66111,17.428339474177232,82.57166052582276,Transportation
83579,34777,48802,41.60973450268608,58.39026549731392,Transportation
19291,10464,8827,54.242911202114975,45.757088797885025,Housing
32767,8173,24594,24.942777794732503,75.0572222052675,Food
154630,36521,118109,23.61831468667141,76.38168531332859,Healthcare
241971,8551,233420,3.5338945576122756,96.46610544238773,Entertainment
148162,50292,97870,33.94392624289629,66.0560737571037,Healthcare
55624,15221,40403,27.36408744426866,72.63591255573134,Food
15650,8878,6772,56.72843450479233,43.27156549520767,Housing
106163,49419,56744,46.550116330548306,53.449883669451694,Transportation
15406,2451,12955,15.909385953524602,84.0906140464754,Housing
21828,1008,20820,4.617921935129192,95.38207806487081,Housing
131202,38965,92237,29.69848020609442,70.30151979390557,Healthcare
35499,9572,25927,26.96413983492493,73.03586016507508,Food
37443,10803,26640,28.851854819325375,71.14814518067463,Food
95335,55195,40140,57.895840981801015,42.104159018198985,Transportation
149287,64223,85064,43.01982088192542,56.98017911807458,Healthcare
26996,7044,19952,26.0927544821455,73.90724551785449,Housing
221448,68818,152630,31.076370073335504,68.9236299266645,Entertainment
176091,37396,138695,21.236746909268504,78.7632530907315,Healthcare
73357,18103,55254,24.677944845072727,75.32205515492727,Transportation
171334,58153,113181,33.941307621371124,66.05869237862888,Healthcare
38112,8506,29606,22.318429890848027,77.68157010915198,Food
247343,26668,220675,10.781788851918186,89.21821114808182,Entertainment
91511,52313,39198,57.165805203746004,42.834194796254,Transportation
31004,14699,16305,47.410011611404975,52.589988388595025,Food
86186,39135,47051,45.40760680388926,54.592393196110734,Transportation
131946,67559,64387,51.20200688160308,48.79799311839692,Healthcare
191679,38594,153085,20.13470437554453,79.86529562445547,Entertainment
36889,15982,20907,43.32456829949307,56.67543170050693,Food
18882,4246,14636,22.487024679589027,77.51297532041097,Housing
70815,21392,49423,30.20828920426463,69.79171079573536,Transportation
246411,60410,186001,24.51595099244758,75.48404900755243,Entertainment
111704,64407,47297,57.65863353147604,42.34136646852396,Transportation
41796,19164,22632,45.85127763422337,54.14872236577663,Food
13742,2997,10745,21.809052539659437,78.19094746034057,Housing
102058,26973,75085,26.429089341354917,73.57091065864509,Transportation
182050,66909,115141,36.75308981049162,63.24691018950838,Entertainment
226229,63434,162795,28.039729654465166,71.96027034553484,Entertainment
184440,46582,137858,25.25590978095858,74.74409021904142,Entertainment
27092,4416,22676,16.300014764506127,83.69998523549387,Housing
69276,22900,46376,33.05618107281021,66.9438189271898,Transportation
174712,46345,128367,26.526512202939696,73.4734877970603,Healthcare
10153,570,9583,5.6141042056535015,94.3858957943465,Housing
156983,39226,117757,24.987419019893874,75.01258098010612,Healthcare
103940,45493,58447,43.76852030017317,56.23147969982683,Transportation
173694,26274,147420,15.126601955162528,84.87339804483747,Healthcare
14718,4355,10363,29.589618154640572,70.41038184535942,Housing
220856,50467,170389,22.850635708334842,77.14936429166515,Entertainment
229730,20721,209009,9.019718800330823,90.98028119966918,Entertainment
192465,7292,185173,3.7887408100174063,96.21125918998258,Entertainment
122292,16913,105379,13.830013410525627,86.16998658947436,Healthcare
36018,7908,28110,21.95568882225554,78.04431117774446,Food
45638,15736,29902,34.48003856435427,65.51996143564574,Food
30501,12204,18297,40.01180289170847,59.98819710829153,Food
88839,39385,49454,44.3330069001227,55.6669930998773,Transportation
74218,29766,44452,40.10617370449217,59.89382629550782,Transportation
179155,32650,146505,18.224442521838633,81.77555747816136,Healthcare
218675,7626,211049,3.4873670972904995,96.5126329027095,Entertainment
38109,16498,21611,43.29161090556037,56.70838909443964,Food
153970,44406,109564,28.840683249983762,71.15931675001623,Healthcare
138965,27125,111840,19.519303421724896,80.4806965782751,Healthcare
172882,15796,157086,9.136867921472449,90.86313207852756,Healthcare
157741,39033,118708,24.744993375216335,75.25500662478366,Healthcare
24346,5263,19083,21.61751417070566,78.38248582929434,Housing
179836,6187,173649,3.440356769501101,96.5596432304989,Healthcare
137501,65805,71696,47.857833761209015,52.142166238790985,Healthcare
28075,13102,14973,46.66785396260018,53.332146037399816,Housing
177870,14084,163786,7.918142463597009,92.08185753640299,Healthcare
49827,2826,47001,5.671623818411704,94.3283761815883,Food
27689,11843,15846,42.771497706670516,57.228502293329484,Housing
106197,39936,66261,37.60558207858979,62.39441792141021,Transportation
211639,27453,184186,12.971616762505967,87.02838323749404,Entertainment
121286,23663,97623,19.510083604043334,80.48991639595667,Healthcare
28305,10989,17316,38.82352941176471,61.1764705882353,Housing
62557,9339,53218,14.928784948127308,85.0712150518727,Transportation
217524,4292,213232,1.9731156102315146,98.02688438976848,Entertainment
247223,55128,192095,22.298896138304283,77.70110386169571,Entertainment
203333,66040,137293,32.47874176842913,67.52125823157087,Entertainment
140896,21907,118989,15.548347717465363,84.45165228253464,Healthcare
16017,4220,11797,26.347006305800086,73.6529936941999,Housing
157665,65667,91998,41.64970031395681,58.35029968604319,Healthcare
86844,47976,38868,55.2438855879508,44.75611441204919,Transportation
132519,50097,82422,37.80363570506871,62.19636429493129,Healthcare
147934,10839,137095,7.326916057160626,92.67308394283937,Healthcare
92322,44595,47727,48.30376291674791,51.69623708325209,Transportation
157956,24943,133013,15.79110638405632,84.20889361594368,Healthcare
78851,3677,75174,4.6632255773547575,95.33677442264525,Transportation
74643,26167,48476,35.05620084937636,64.94379915062363,Transportation
231571,63158,168413,27.27370871136714,72.72629128863286,Entertainment
160766,4718,156048,2.9347001231603698,97.06529987683963,Healthcare
121841,53211,68630,43.67249119754434,56.32750880245566,Healthcare
92266,54127,38139,58.66407994277415,41.33592005722584,Transportation
131357,49027,82330,37.323477241410814,62.67652275858919,Healthcare
179084,45391,133693,25.346206249581204,74.6537937504188,Healthcare
70116,5963,64153,8.504478293114268,91.49552170688573,Transportation
29624,6593,23031,22.25560356467729,77.74439643532271,Housing
90551,17516,73035,19.34379520932955,80.65620479067044,Transportation
27876,15500,12376,55.603386425599076,44.39661357440092,Housing
35378,7507,27871,21.219401888179092,78.78059811182091,Food
236692,13782,222910,5.8227570006590845,94.17724299934092,Entertainment
114132,27200,86932,23.83205411278169,76.16794588721831,Transportation
42594,1526,41068,3.582664225008217,96.41733577499178,Food
144240,6947,137293,4.816278424847476,95.18372157515252,Healthcare
128699,10120,118579,7.863308961219589,92.1366910387804,Healthcare
104012,19977,84035,19.20643771872476,80.79356228127523,Transportation
116678,16133,100545,13.826942525583231,86.17305747441677,Transportation
232193,31797,200396,13.694211281132507,86.30578871886749,Entertainment
85181,15320,69861,17.985231448327678,82.01476855167232,Transportation
149016,5678,143338,3.810329092178021,96.18967090782198,Healthcare
237196,54134,183062,22.822475927081403,77.1775240729186,Entertainment
26569,12086,14483,45.48910384282435,54.51089615717566,Housing
118651,18258,100393,15.387986616210567,84.61201338378943,Transportation
197265,22608,174657,11.460725420120143,88.53927457987986,Entertainment
123675,69541,54134,56.22882555083889,43.77117444916111,Healthcare
161255,2582,158673,1.6011906607547053,98.3988093392453,Healthcare
135503,9447,126056,6.971801362331462,93.02819863766854,Healthcare
56318,27751,28567,49.27554245534287,50.72445754465713,Food
21219,10976,10243,51.72722559969838,48.272774400301614,Housing
17034,8727,8307,51.232828460725614,48.767171539274386,Housing
181878,19349,162529,10.63844994996646,89.36155005003353,Entertainment
65210,33056,32154,50.691611715994476,49.308388284005524,Transportation
81896,27142,54754,33.14203379896454,66.85796620103545,Transportation
54177,23530,30647,43.431714565221405,56.568285434778595,Food
182677,1752,180925,0.9590698336407976,99.0409301663592,Entertainment
47085,15488,31597,32.89370287777424,67.10629712222577,Food
36583,19591,16992,53.552196375365604,46.447803624634396,Food
99441,44764,54677,45.015637413139444,54.98436258686055,Transportation
61244,19699,41545,32.16478348899484,67.83521651100516,Transportation
177464,24527,152937,13.820831267186584,86.17916873281342,Healthcare
106853,1961,104892,1.8352315798339773,98.16476842016603,Transportation
171840,69737,102103,40.58251862197393,59.41748137802607,Healthcare
152346,36343,116003,23.85556562036417,76.14443437963583,Healthcare
205838,26264,179574,12.759548771363887,87.2404512286361,Entertainment
109182,19292,89890,17.66957923467238,82.33042076532762,Transportation
30165,1781,28384,5.9041936018564565,94.09580639814354,Food
42122,7033,35089,16.696738046626468,83.30326195337354,Food
159341,9548,149793,5.9921802925800645,94.00781970741994,Healthcare
51035,115,50920,0.22533555403154698,99.77466444596845,Food
17901,1901,16000,10.619518462655718,89.38048153734428,Housing
57254,31406,25848,54.853809340832086,45.146190659167914,Food
235361,58947,176414,25.045355857597478,74.95464414240253,Entertainment
123460,44667,78793,36.179329337437224,63.820670662562776,Healthcare
44465,14289,30176,32.13538738333521,67.86461261666479,Food
16312,8091,8221,49.60152035311427,50.39847964688573,Housing
18704,1940,16764,10.372112917023097,89.6278870829769,Housing
136763,6959,129804,5.088364543041612,94.9116354569584,Healthcare
145889,31508,114381,21.597241738582074,78.40275826141793,Healthcare
32411,6109,26302,18.848539076239547,81.15146092376045,Food
35375,21139,14236,59.75689045936395,40.24310954063604,Food
25933,2016,23917,7.773878841630355,92.22612115836965,Housing
173733,53089,120644,30.557809972774315,69.44219002722568,Healthcare
190378,22918,167460,12.038155669247496,87.9618443307525,Entertainment
33971,14917,19054,43.910982897177,56.08901710282299,Food
97483,57579,39904,59.06568324733543,40.93431675266457,Transportation
30808,15316,15492,49.714359906517785,50.28564009348221,Food
136265,6183,130082,4.537482112061057,95.46251788793894,Healthcare
238594,37052,201542,15.529309203081384,84.47069079691862,Entertainment
34793,18296,16497,52.585290144569306,47.414709855430694,Food
39940,19757,20183,49.46670005007511,50.533299949924896,Food
80646,33958,46688,42.107482082186344,57.892517917813656,Transportation
96240,36463,59777,37.8875727348296,62.11242726517041,Transportation
75771,20310,55461,26.804450251415453,73.19554974858455,Transportation
30018,17934,12084,59.74415350789526,40.25584649210474,Food
20105,10577,9528,52.60880378015419,47.39119621984581,Housing
12428,3252,9176,26.166720308979723,73.83327969102028,Housing
57524,21575,35949,37.50608441693902,62.49391558306099,Food
162427,65584,96843,40.377523441299786,59.62247655870022,Healthcare
244932,9810,235122,4.005193278134339,95.99480672186566,Entertainment
245634,898,244736,0.3655845689114699,99.63441543108853,Entertainment
100174,7543,92631,7.529897977519116,92.47010202248089,Transportation
15905,1706,14199,10.72618673373153,89.27381326626846,Housing
81469,24958,56511,30.634965446979834,69.36503455302017,Transportation
160195,9156,151039,5.715534192702643,94.28446580729735,Healthcare
39718,7020,32698,17.674605972103326,82.32539402789666,Food
22027,6155,15872,27.942979071139966,72.05702092886004,Housing
129786,18363,111423,14.148675511996672,85.85132448800333,Healthcare
81420,23501,57919,28.86391549987718,71.13608450012282,Transportation
34352,8927,25425,25.986842105263158,74.01315789473685,Food
163692,68186,95506,41.655059501991545,58.344940498008455,Healthcare
200012,53505,146507,26.750894946303223,73.24910505369678,Entertainment
232863,26371,206492,11.324684471126801,88.6753155288732,Entertainment
16884,6084,10800,36.034115138592746,63.965884861407254,Housing
96953,38667,58286,39.882210968201086,60.11778903179892,Transportation
195390,63454,131936,32.47556169711858,67.52443830288142,Entertainment
249778,61539,188239,24.637478080535516,75.36252191946448,Entertainment
118927,20556,98371,17.28455270880456,82.71544729119545,Transportation
24986,10503,14483,42.03553990234531,57.964460097654694,Housing
63997,13902,50095,21.722893260621593,78.27710673937841,Transportation
130060,41268,88792,31.72997078271567,68.27002921728433,Healthcare
234172,50403,183769,21.52392258681653,78.47607741318348,Entertainment
233130,55267,177863,23.706515677947927,76.29348432205208,Entertainment
128706,69841,58865,54.26398147716501,45.73601852283499,Healthcare
12172,5399,6773,44.35589878409464,55.64410121590536,Housing
248479,21048,227431,8.47073595756583,91.52926404243416,Entertainment
237903,67874,170029,28.53011521502461,71.46988478497539,Entertainment
55524,33294,22230,59.96325913118652,40.03674086881349,Food
104210,44423,59787,42.62834660781115,57.37165339218885,Transportation
25520,3295,22225,12.911442006269592,87.0885579937304,Housing
113891,24338,89553,21.369555100929833,78.63044489907016,Transportation
186796,11708,175088,6.267800167027131,93.73219983297287,Entertainment
62253,7289,54964,11.708672674409264,88.29132732559073,Transportation
175256,727,174529,0.4148217464737298,99.58517825352628,Healthcare
47021,24223,22798,51.51528040662683,48.48471959337317,Food
27729,3832,23897,13.819466984023945,86.18053301597605,Housing
112294,4247,108047,3.7820364400591306,96.21796355994087,Transportation
63472,13931,49541,21.948260650365516,78.05173934963449,Transportation
146911,43310,103601,29.480433731987393,70.5195662680126,Healthcare
210084,68504,141580,32.60790921726547,67.39209078273453,Entertainment
24818,8543,16275,34.42259650253848,65.57740349746152,Housing
24505,9178,15327,37.45358090185677,62.54641909814323,Housing
96347,54355,41992,56.41587179673472,43.58412820326528,Transportation
112124,52269,59855,46.61713816845635,53.38286183154365,Transportation
90745,8695,82050,9.581795140228113,90.41820485977189,Transportation
20024,11966,8058,59.75829005193768,40.24170994806233,Housing
33031,238,32793,0.7205352547606794,99.27946474523932,Food
24030,175,23855,0.7282563462338744,99.27174365376612,Housing
235410,29698,205712,12.615436897328067,87.38456310267193,Entertainment
46622,26465,20157,56.76504654454978,43.23495345545022,Food
179486,26522,152964,14.776639960776885,85.22336003922312,Healthcare
14862,2313,12549,15.563181267662497,84.4368187323375,Housing
26131,15127,11004,57.88909724082507,42.11090275917493,Housing
46450,15764,30686,33.93756727664155,66.06243272335846,Food
165646,51151,114495,30.879707327674677,69.12029267232532,Healthcare
16043,3017,13026,18.805709655301378,81.19429034469863,Housing
29671,12485,17186,42.07812342017458,57.921876579825415,Housing
140159,44090,96069,31.457130829985946,68.54286917001406,Healthcare
223807,68218,155589,30.480726697556378,69.51927330244362,Entertainment
24557,6326,18231,25.760475628130468,74.23952437186952,Housing
160291,36170,124121,22.565209525176087,77.43479047482391,Healthcare
238960,9513,229447,3.981001004352193,96.0189989956478,Entertainment
201443,24839,176604,12.33053518861415,87.66946481138585,Entertainment
