Income,Savings,Expenses,Saving Percentage,Expense Percentage,Expense Category
43367,23380,19987,53.91196070745037,46.08803929254963,Food
48309,41984,6325,86.90720155664576,13.092798443354239,Food
35365,3153,32212,8.915594514350346,91.08440548564965,Food
166762,13336,153426,7.997025701298857,92.00297429870115,Entertainment
15137,963,14174,6.361894695117923,93.63810530488207,Housing
137696,28853,108843,20.95413083894957,79.04586916105043,Healthcare
195705,42369,153336,21.649421322909483,78.35057867709052,Entertainment
28328,22014,6314,77.71109855972888,22.28890144027111,Food
150206,27409,122797,18.247606620241534,81.75239337975847,Entertainment
11267,4406,6861,39.105351912665306,60.89464808733469,Housing
75129,31645,43484,42.1208854104274,57.8791145895726,Transportation
39592,31711,7881,80.09446352798545,19.90553647201455,Food
98206,31969,66237,32.553000834979535,67.44699916502047,Transportation
25364,10358,15006,40.83740734899858,59.162592651001425,Food
49091,40387,8704,82.26966246358803,17.73033753641197,Food
28919,17451,11468,60.34441024931706,39.65558975068294,Food
181377,10977,170400,6.052035263567046,93.94796473643295,Entertainment
105105,27299,77806,25.973074544503117,74.02692545549688,Healthcare
129290,3260,126030,2.521463376904633,97.47853662309537,Healthcare
145057,22743,122314,15.678664249226165,84.32133575077383,Healthcare
162459,32795,129664,20.186631703999165,79.81336829600085,Entertainment
8301,7527,774,90.67582219009758,9.324177809902421,Housing
30205,28885,1320,95.62986260552888,4.370137394471114,Food
48250,38411,9839,79.60829015544041,20.391709844559585,Food
166776,968,165808,0.5804192449752962,99.41958075502471,Entertainment
143611,4544,139067,3.1641030283195577,96.83589697168044,Healthcare
138670,36126,102544,26.051777601499964,73.94822239850004,Healthcare
127273,41150,86123,32.33207357412805,67.66792642587195,Healthcare
10920,9274,1646,84.92673992673993,15.073260073260073,Housing
68158,19945,48213,29.262889169283135,70.73711083071686,Transportation
81616,48926,32690,59.94657910213683,40.05342089786316,Transportation
154858,16312,138546,10.533521032171409,89.46647896782859,Entertainment
145908,23401,122507,16.038188447514873,83.96181155248513,Healthcare
37392,34642,2750,92.64548566538296,7.354514334617031,Food
13618,4236,9382,31.105889264209136,68.89411073579087,Housing
137691,37814,99877,27.462942385486343,72.53705761451366,Healthcare
172581,38973,133608,22.58243955012429,77.41756044987571,Entertainment
26049,25933,116,99.5546854005912,0.44531459940880647,Food
79085,42235,36850,53.40456470885756,46.59543529114244,Transportation
103737,16473,87264,15.87958009196333,84.12041990803667,Healthcare
61908,5609,56299,9.060218388576597,90.9397816114234,Transportation
10757,3920,6837,36.44138700381147,63.55861299618852,Housing
199571,28357,171214,14.20897825836419,85.7910217416358,Entertainment
64773,46389,18384,71.61780371451067,28.382196285489325,Transportation
103645,20445,83200,19.72598774663515,80.27401225336484,Healthcare
24002,14025,9977,58.43263061411549,41.56736938588451,Housing
43005,6548,36457,15.226136495756307,84.77386350424369,Food
66449,9491,56958,14.283134433926769,85.71686556607322,Transportation
142214,42042,100172,29.56249033147229,70.43750966852771,Healthcare
52273,17350,34923,33.191131176706904,66.8088688232931,Transportation
147235,20860,126375,14.1678269433219,85.8321730566781,Healthcare
56164,16065,40099,28.603731927925363,71.39626807207465,Transportation
29026,10458,18568,36.029766416316406,63.97023358368359,Food
56476,31555,24921,55.873291309582825,44.12670869041717,Transportation
47907,34618,13289,72.26083870833072,27.739161291669273,Food
67208,36199,31009,53.86114748244256,46.13885251755743,Transportation
198426,8598,189828,4.3331015088748455,95.66689849112515,Entertainment
20763,9177,11586,44.19881520011559,55.80118479988441,Housing
100731,1832,98899,1.8187052645163853,98.18129473548362,Healthcare
46696,44387,2309,95.05525098509509,4.944749014904917,Food
20600,10998,9602,53.3883495145631,46.6116504854369,Housing
57211,45702,11509,79.88323923720962,20.116760762790374,Transportation
196490,32568,163922,16.574889307343884,83.42511069265612,Entertainment
152873,9368,143505,6.127962426327736,93.87203757367226,Entertainment
16120,6616,9504,41.04218362282878,58.95781637717121,Housing
113055,28231,84824,24.97103179868206,75.02896820131795,Healthcare
16389,15927,462,97.18103606077247,2.8189639392275305,Housing
195332,34626,160706,17.72674216206254,82.27325783793746,Entertainment
12555,9146,3409,72.84747112704102,27.15252887295898,Housing
122362,35847,86515,29.2958598257629,70.7041401742371,Healthcare
121039,28006,93033,23.137996843992433,76.86200315600756,Healthcare
9016,7869,1147,87.27817213842059,12.721827861579415,Housing
129033,28305,100728,21.936248866569017,78.06375113343098,Healthcare
141433,14892,126541,10.529367262237244,89.47063273776276,Healthcare
88525,4414,84111,4.9861621011013835,95.01383789889861,Transportation
16553,3727,12826,22.5155560925512,77.48444390744879,Housing
8386,6031,2355,71.91748151681374,28.082518483186263,Housing
61673,31042,30631,50.333209021776135,49.66679097822386,Transportation
132162,44387,87775,33.58529683267505,66.41470316732494,Healthcare
116207,34831,81376,29.973237412548297,70.02676258745171,Healthcare
35309,17492,17817,49.539777393865585,50.46022260613441,Food
157712,21364,136348,13.546210814649488,86.45378918535052,Entertainment
81359,40392,40967,49.646627908405954,50.35337209159405,Transportation
110248,3515,106733,3.1882664538132213,96.81173354618677,Healthcare
72924,1909,71015,2.617793867588174,97.38220613241182,Transportation
12297,10173,2124,82.7274945108563,17.272505489143693,Housing
90582,46628,43954,51.47601068644985,48.52398931355015,Transportation
58838,15407,43431,26.1854583772392,73.8145416227608,Transportation
20990,6873,14117,32.744163887565506,67.2558361124345,Housing
98368,13201,85167,13.420014638906963,86.57998536109304,Transportation
132287,40178,92109,30.37184303824261,69.6281569617574,Healthcare
14368,11040,3328,76.83741648106904,23.16258351893096,Housing
41914,28018,13896,66.84639977095958,33.153600229040414,Food
9154,4499,4655,49.1479134804457,50.8520865195543,Housing
177265,25575,151690,14.427551970214086,85.57244802978592,Entertainment
187833,29476,158357,15.69266316355486,84.30733683644513,Entertainment
184143,44163,139980,23.98299147944804,76.01700852055197,Entertainment
39392,20922,18470,53.11230706742486,46.88769293257514,Food
23422,9700,13722,41.41405516181368,58.58594483818632,Housing
176330,6349,169981,3.6006351726875745,96.39936482731243,Entertainment
110684,32556,78128,29.413465360847095,70.58653463915292,Healthcare
130650,30496,100154,23.341752774588596,76.6582472254114,Healthcare
13870,1531,12339,11.038211968276856,88.96178803172315,Housing
11636,10916,720,93.81230663458233,6.18769336541767,Housing
49847,45825,4022,91.93130980801251,8.068690191987482,Food
191164,31676,159488,16.570065493502963,83.42993450649703,Entertainment
63542,19551,43991,30.76862547606308,69.23137452393692,Transportation
83277,6107,77170,7.333357349568308,92.6666426504317,Transportation
177800,46339,131461,26.062429696287964,73.93757030371204,Entertainment
47079,3010,44069,6.393508783109242,93.60649121689076,Food
63081,30953,32128,49.068657757486406,50.93134224251359,Transportation
49291,46073,3218,93.4714248037167,6.528575196283297,Food
66060,20733,45327,31.385104450499547,68.61489554950046,Transportation
141522,18383,123139,12.989499865745255,87.01050013425474,Healthcare
12805,806,11999,6.2944162436548226,93.70558375634518,Housing
100566,21762,78804,21.639520315017005,78.36047968498299,Healthcare
47779,43298,4481,90.62140270830281,9.37859729169719,Food
16782,13997,2785,83.40483851745918,16.595161482540817,Housing
199623,22981,176642,11.512200497938615,88.48779950206138,Entertainment
47707,42771,4936,89.65350996709078,10.346490032909216,Food
81321,665,80656,0.8177469534314631,99.18225304656853,Transportation
48825,41401,7424,84.79467485919099,15.205325140809013,Food
159365,26296,133069,16.50048630502306,83.49951369497694,Entertainment
76729,2024,74705,2.637855308944467,97.36214469105553,Transportation
23282,19330,3952,83.02551327205566,16.974486727944335,Housing
29733,26930,2803,90.57276426865772,9.42723573134228,Food
23751,2964,20787,12.479474548440066,87.52052545155993,Housing
26222,2860,23362,10.906872092136375,89.09312790786362,Food
71605,24134,47471,33.70435025487047,66.29564974512952,Transportation
162675,23195,139480,14.25849085600123,85.74150914399877,Entertainment
17435,3709,13726,21.273300831660453,78.72669916833954,Housing
40384,3170,37214,7.849643423137877,92.15035657686212,Food
166082,12938,153144,7.790127768210883,92.20987223178912,Entertainment
20997,19956,1041,95.0421488784112,4.957851121588798,Housing
138806,33295,105511,23.986715271674136,76.01328472832587,Healthcare
20175,8356,11819,41.41759603469641,58.5824039653036,Housing
176284,1769,174515,1.0034943613714233,98.99650563862858,Entertainment
11419,7239,4180,63.394342762063225,36.605657237936775,Housing
49905,43790,6115,87.74671876565475,12.253281234345256,Food
114634,19163,95471,16.716680914911805,83.2833190850882,Healthcare
124915,40133,84782,32.128247208101506,67.87175279189849,Healthcare
158624,40550,118074,25.563596933629213,74.43640306637079,Entertainment
87906,21573,66333,24.540986963347212,75.45901303665279,Transportation
187391,4132,183259,2.2050151821592285,97.79498481784077,Entertainment
128526,20491,108035,15.943077665219487,84.05692233478051,Healthcare
120638,41424,79214,34.33743928115519,65.66256071884482,Healthcare
123212,11202,112010,9.091646917508035,90.90835308249197,Healthcare
44919,19680,25239,43.812195284846055,56.187804715153945,Food
120725,30416,90309,25.194450196728102,74.8055498032719,Healthcare
114456,4722,109734,4.125602851750891,95.87439714824912,Healthcare
190442,19644,170798,10.314951533800318,89.68504846619967,Entertainment
8392,1787,6605,21.294089609151573,78.70591039084843,Housing
167652,42510,125142,25.35609476773316,74.64390523226683,Entertainment
99509,41831,57678,42.03740365193098,57.96259634806902,Transportation
174846,24491,150355,14.007183464305731,85.99281653569427,Entertainment
105970,8981,96989,8.47504010569029,91.52495989430972,Healthcare
32420,2042,30378,6.298581122763726,93.70141887723628,Food
71738,23241,48497,32.39705595360897,67.60294404639103,Transportation
15629,8325,7304,53.26636381086441,46.73363618913558,Housing
16567,3530,13037,21.307418361803585,78.69258163819642,Housing
93485,45210,48275,48.360699577472325,51.639300422527675,Transportation
124313,9476,114837,7.622694328026835,92.37730567197316,Healthcare
66941,24003,42938,35.85694865627941,64.14305134372059,Transportation
58954,38562,20392,65.41031991043866,34.589680089561355,Transportation
17518,13258,4260,75.68215549720287,24.317844502797122,Housing
40675,28091,12584,69.06207744314689,30.937922556853103,Food
117242,46211,71031,39.415056037938626,60.584943962061374,Healthcare
185615,35732,149883,19.25059935888802,80.74940064111198,Entertainment
108632,21852,86780,20.11561970690036,79.88438029309964,Healthcare
35235,31213,4022,88.58521356605648,11.414786433943522,Food
12931,3510,9421,27.144072384193024,72.85592761580698,Housing
51507,15222,36285,29.553264604810998,70.44673539518901,Transportation
19411,5906,13505,30.426047086703417,69.5739529132966,Housing
13793,4523,9270,32.791995939969546,67.20800406003045,Housing
131877,47046,84831,35.67415091335108,64.32584908664893,Healthcare
32951,17380,15571,52.74498497769415,47.25501502230585,Food
42742,40860,1882,95.59683683496327,4.403163165036732,Food
93033,12697,80336,13.647845388195586,86.35215461180441,Transportation
124237,44231,80006,35.602115311863614,64.39788468813639,Healthcare
9734,1843,7891,18.93363468255599,81.06636531744401,Housing
170157,13423,156734,7.888597001592647,92.11140299840736,Entertainment
115684,12460,103224,10.770720237889423,89.22927976211058,Healthcare
85170,26940,58230,31.630855935188446,68.36914406481155,Transportation
126045,21971,104074,17.431076202943395,82.5689237970566,Healthcare
35226,9752,25474,27.68409697382615,72.31590302617384,Food
155306,8077,147229,5.200700552457729,94.79929944754227,Entertainment
66935,5574,61361,8.32748188541122,91.67251811458877,Transportation
46121,19790,26331,42.90887014592052,57.09112985407949,Food
52587,2648,49939,5.0354650388879385,94.96453496111205,Transportation
113645,4917,108728,4.326631176030622,95.67336882396937,Healthcare
160383,5151,155232,3.2116870241858555,96.78831297581415,Entertainment
49475,4686,44789,9.47145022738757,90.52854977261244,Food
13560,689,12871,5.0811209439528024,94.9188790560472,Housing
93748,8562,85186,9.132994837223194,90.8670051627768,Transportation
181753,25357,156396,13.951351559534093,86.0486484404659,Entertainment
59181,47993,11188,81.09528395937885,18.904716040621146,Transportation
41925,24845,17080,59.26058437686345,40.73941562313655,Food
8719,6516,2203,74.73334097947011,25.266659020529875,Housing
68121,13334,54787,19.5739933353885,80.4260066646115,Transportation
188470,30403,158067,16.131479811110523,83.86852018888948,Entertainment
190205,20195,170010,10.617491653742016,89.38250834625798,Entertainment
166374,21873,144501,13.146885931696058,86.85311406830394,Entertainment
10113,9444,669,93.38475229902106,6.615247700978938,Housing
85273,24673,60600,28.934129208541975,71.06587079145802,Transportation
103993,41290,62703,39.7045955016203,60.2954044983797,Healthcare
13085,5637,7448,43.079862437905994,56.920137562094,Housing
102780,18230,84550,17.736913796458456,82.26308620354155,Healthcare
50732,799,49933,1.5749428368682488,98.42505716313174,Transportation
127604,46458,81146,36.40794959405661,63.59205040594339,Healthcare
10811,7098,3713,65.65535103135696,34.34464896864305,Housing
157390,47434,109956,30.137874070779592,69.86212592922041,Entertainment
175224,35706,139518,20.37734556910012,79.62265443089987,Entertainment
199670,17604,182066,8.816547303050031,91.18345269694996,Entertainment
139810,41476,98334,29.665975252127886,70.33402474787212,Healthcare
27736,13611,14125,49.07340640323046,50.92659359676954,Food
26261,13157,13104,50.10091009481741,49.89908990518259,Food
25067,15855,9212,63.25048869030997,36.74951130969003,Food
57973,15329,42644,26.441619374536423,73.55838062546358,Transportation
67772,4274,63498,6.3064392374431915,93.6935607625568,Transportation
124452,26265,98187,21.104522225436313,78.89547777456369,Healthcare
169605,27835,141770,16.411662392028536,83.58833760797147,Entertainment
48502,13304,35198,27.429796709414045,72.57020329058595,Food
128515,3851,124664,2.996537369178695,97.0034626308213,Healthcare
146554,6553,140001,4.471389385482484,95.52861061451752,Healthcare
100184,9475,90709,9.457598019643855,90.54240198035615,Healthcare
133638,38294,95344,28.655023271823882,71.3449767281761,Healthcare
9228,7226,2002,78.30515821413091,21.694841785869095,Housing
121985,48022,73963,39.367135303520925,60.632864696479075,Healthcare
132153,27724,104429,20.97871406627167,79.02128593372832,Healthcare
16491,138,16353,0.8368200836820083,99.16317991631799,Housing
118281,40134,78147,33.93106246988105,66.06893753011896,Healthcare
46438,45158,1280,97.24363667685947,2.7563633231405316,Food
20183,12874,7309,63.78635485309418,36.21364514690581,Housing
57284,28488,28796,49.7311640248586,50.2688359751414,Transportation
155281,37012,118269,23.835498225797103,76.1645017742029,Entertainment
109815,13890,95925,12.648545280699357,87.35145471930065,Healthcare
13588,13109,479,96.4748307329997,3.5251692670002943,Housing
68194,43967,24227,64.47341408335045,35.52658591664956,Transportation
168816,8566,160250,5.074163586389916,94.92583641361009,Entertainment
170956,44588,126368,26.081564847095155,73.91843515290483,Entertainment
165765,15873,149892,9.575604017735952,90.42439598226404,Entertainment
145581,15775,129806,10.835892046352203,89.1641079536478,Healthcare
9868,7878,1990,79.83380624239967,20.166193757600322,Housing
118096,1439,116657,1.2185002032244954,98.7814997967755,Healthcare
62613,37305,25308,59.58027885582866,40.41972114417134,Transportation
125256,40128,85128,32.03678865683081,67.96321134316919,Healthcare
139310,15624,123686,11.215275285334865,88.78472471466513,Healthcare
86725,6057,80668,6.984145286826175,93.01585471317382,Transportation
108274,17229,91045,15.912407410828083,84.0875925891719,Healthcare
72539,3400,69139,4.687133817670495,95.3128661823295,Transportation
95531,13769,81762,14.413122441929845,85.58687755807016,Transportation
185808,28213,157595,15.18395332816671,84.81604667183329,Entertainment
100723,31145,69578,30.921438003236602,69.0785619967634,Healthcare
137487,38440,99047,27.959007033392247,72.04099296660775,Healthcare
99962,15563,84399,15.568916188151496,84.43108381184851,Transportation
134053,33457,100596,24.958038984580725,75.04196101541928,Healthcare
114426,13111,101315,11.458060231066366,88.54193976893363,Healthcare
50353,21586,28767,42.86934244235696,57.13065755764304,Transportation
19757,16654,3103,84.29417421673331,15.705825783266691,Housing
65541,35676,29865,54.43310294319586,45.56689705680414,Transportation
18410,4967,13443,26.979902227050516,73.02009777294948,Housing
31954,25500,6454,79.80221568504724,20.197784314952745,Food
166906,30273,136633,18.137754184990353,81.86224581500964,Entertainment
90400,39994,50406,44.24115044247788,55.758849557522126,Transportation
49452,7642,41810,15.453368923400468,84.54663107659954,Food
148156,22357,125799,15.090175220713304,84.90982477928671,Healthcare
100909,4617,96292,4.57540952739597,95.42459047260404,Healthcare
85435,25039,60396,29.307660794756245,70.69233920524375,Transportation
72354,29849,42505,41.254111728446254,58.745888271553746,Transportation
198403,8262,190141,4.164251548615696,95.8357484513843,Entertainment
61255,4018,57237,6.559464533507469,93.44053546649253,Transportation
124081,20683,103398,16.668950121291736,83.33104987870826,Healthcare
170321,4507,165814,2.64617986038128,97.35382013961872,Entertainment
9296,8436,860,90.7487091222031,9.251290877796901,Housing
67291,5499,61792,8.171969505580241,91.82803049441975,Transportation
178235,46993,131242,26.36575307880046,73.63424692119955,Entertainment
103196,25451,77745,24.66277762703981,75.33722237296018,Healthcare
142801,31912,110889,22.34718244269998,77.65281755730001,Healthcare
111295,38405,72890,34.50739026910463,65.49260973089537,Healthcare
37162,20689,16473,55.67246111619396,44.32753888380604,Food
24389,23873,516,97.88429209889703,2.1157079011029563,Housing
22839,11949,10890,52.31840273216866,47.68159726783134,Housing
190700,45609,145091,23.916622968012586,76.08337703198742,Entertainment
95882,4311,91571,4.496151519576146,95.50384848042385,Transportation
58931,6680,52251,11.335290424394632,88.66470957560537,Transportation
34216,22044,12172,64.42599953238252,35.57400046761749,Food
156591,46745,109846,29.85165175520943,70.14834824479057,Entertainment
30455,9424,21031,30.94401576095879,69.05598423904121,Food
38491,35362,3129,91.87082694655894,8.129173053441065,Food
78055,21076,56979,27.001473320094803,72.9985266799052,Transportation
72332,26355,45977,36.4361555051706,63.563844494829404,Transportation
106087,47130,58957,44.425801464835466,55.574198535164534,Healthcare
90041,21057,68984,23.38601303850468,76.61398696149531,Transportation
102247,20010,82237,19.570256340039315,80.42974365996068,Healthcare
125191,33012,92179,26.3693076978377,73.63069230216229,Healthcare
152672,43739,108933,28.648999161601342,71.35100083839866,Entertainment
95657,30171,65486,31.5408177132881,68.4591822867119,Transportation
34077,3805,30272,11.165889016051883,88.83411098394812,Food
32212,9927,22285,30.81770768657643,69.18229231342356,Food
135866,1404,134462,1.033371115658075,98.96662888434193,Healthcare
32300,11523,20777,35.6749226006192,64.3250773993808,Food
21930,10077,11853,45.95075239398085,54.04924760601916,Housing
41981,6054,35927,14.420809413782425,85.57919058621758,Food
195247,22253,172994,11.397358218052005,88.602641781948,Entertainment
117159,19195,97964,16.383717853515307,83.61628214648469,Healthcare
36976,15596,21380,42.1787105149286,57.821289485071404,Food
18238,13760,4478,75.44686917425156,24.553130825748436,Housing
18601,11704,6897,62.92134831460674,37.07865168539326,Housing
136211,16191,120020,11.886705185337455,88.11329481466255,Healthcare
113028,4030,108998,3.56548819761475,96.43451180238525,Healthcare
41036,13210,27826,32.191246710205675,67.80875328979434,Food
43232,39619,3613,91.64276461880088,8.35723538119911,Food
10659,4596,6063,43.11849141570504,56.88150858429496,Housing
116268,18268,98000,15.711975780094264,84.28802421990574,Healthcare
160979,37628,123351,23.37447741630896,76.62552258369104,Entertainment
25454,9896,15558,38.877975956627644,61.122024043372356,Food
99391,32275,67116,32.47275910293689,67.52724089706311,Transportation
38437,66,38371,0.17170955069334234,99.82829044930665,Food
126919,46152,80767,36.36334985305589,63.63665014694412,Healthcare
174884,13663,161221,7.812607213924659,92.18739278607534,Entertainment
46261,24486,21775,52.93011391885173,47.06988608114827,Food
30160,27547,2613,91.33620689655172,8.663793103448276,Food
51526,33528,17998,65.07006171641501,34.92993828358499,Transportation
52366,32017,20349,61.1408165603636,38.85918343963641,Transportation
65296,47605,17691,72.90645675079638,27.093543249203627,Transportation
42034,36902,5132,87.79083598991294,12.209164010087074,Food
21379,7006,14373,32.770475700453716,67.22952429954628,Housing
9899,7734,2165,78.12910394989393,21.87089605010607,Housing
34031,19880,14151,58.417325379800765,41.58267462019923,Food
147208,18213,128995,12.372289549481007,87.62771045051899,Healthcare
169674,29488,140186,17.379209543006,82.620790456994,Entertainment
197759,17829,179930,9.015518889152958,90.98448111084704,Entertainment
96030,25215,70815,26.257419556388626,73.74258044361137,Transportation
20087,17508,2579,87.16085030118983,12.839149698810177,Housing
56807,39197,17610,69.00029925889415,30.99970074110585,Transportation
101939,28390,73549,27.849988718743564,72.15001128125644,Healthcare
40387,39182,1205,97.01636665263574,2.983633347364251,Food
20015,12234,7781,61.12415688233824,38.87584311766175,Housing
119363,46281,73082,38.773321716109685,61.226678283890315,Healthcare
89466,20317,69149,22.70918561241142,77.29081438758858,Transportation
29273,20151,9122,68.83817852628702,31.161821473712976,Food
112195,7526,104669,6.707963813004144,93.29203618699586,Healthcare
151259,13598,137661,8.98987828823409,91.01012171176592,Entertainment
159603,45463,114140,28.485053539093876,71.51494646090613,Entertainment
8504,1214,7290,14.275634995296333,85.72436500470367,Housing
59588,28264,31324,47.43236893334228,52.56763106665772,Transportation
159446,33490,125956,21.00397626782735,78.99602373217265,Entertainment
183707,29610,154097,16.118057559047834,83.88194244095217,Entertainment
82357,3809,78548,4.6249863399589595,95.37501366004105,Transportation
23649,4945,18704,20.909975051799233,79.09002494820076,Housing
76583,5791,70792,7.561730410143243,92.43826958985676,Transportation
104002,30783,73219,29.598469260206535,70.40153073979346,Healthcare
169978,33061,136917,19.450164138888564,80.54983586111145,Entertainment
183025,49601,133424,27.10066930747166,72.89933069252834,Entertainment
137063,34555,102508,25.211034341871986,74.78896565812802,Healthcare
8768,5490,3278,62.61405109489051,37.38594890510949,Housing
187678,48246,139432,25.70679568196592,74.29320431803407,Entertainment
168376,21814,146562,12.955528103767758,87.04447189623224,Entertainment
31032,4243,26789,13.672982727507089,86.32701727249291,Food
78288,3688,74600,4.710811363171878,95.28918863682813,Transportation
14229,7641,6588,53.70018975332068,46.29981024667932,Housing
75736,29092,46644,38.41237984578007,61.58762015421993,Transportation
196018,38305,157713,19.541572712710057,80.45842728728995,Entertainment
78068,22258,55810,28.511041655992216,71.48895834400778,Transportation
112942,1669,111273,1.477749641408865,98.52225035859114,Healthcare
45471,43129,2342,94.84946449385323,5.150535506146775,Food
24749,15587,9162,62.980322437270196,37.01967756272981,Housing
96024,35814,60210,37.29692576855786,62.70307423144214,Transportation
97600,35476,62124,36.34836065573771,63.65163934426229,Transportation
102020,15919,86101,15.603803175847872,84.39619682415213,Healthcare
184144,24240,159904,13.16361108697541,86.83638891302459,Entertainment
9914,7365,2549,74.28888440589067,25.71111559410934,Housing
13445,10706,2739,79.62811454072146,20.37188545927854,Housing
59245,33481,25764,56.51278588910456,43.48721411089544,Transportation
82671,42471,40200,51.37351671081758,48.62648328918242,Transportation
77074,47655,29419,61.830189168850715,38.169810831149285,Transportation
10720,8905,1815,83.06902985074626,16.93097014925373,Housing
40230,7170,33060,17.822520507084267,82.17747949291574,Food
21350,12418,8932,58.16393442622952,41.83606557377049,Housing
166203,19928,146275,11.990156615704892,88.00984338429511,Entertainment
37445,9637,27808,25.736413406329284,74.26358659367071,Food
119651,15115,104536,12.632573066668895,87.3674269333311,Healthcare
23493,20447,3046,87.03443578938406,12.965564210615929,Housing
10049,5423,4626,53.965568713304805,46.034431286695195,Housing
41411,6937,34474,16.75158774238729,83.24841225761271,Food
105143,23246,81897,22.108937351987294,77.8910626480127,Healthcare
23106,17844,5262,77.22669436509997,22.773305634900026,Housing
12737,854,11883,6.704875559393892,93.2951244406061,Housing
110858,42261,68597,38.12174132674232,61.87825867325768,Healthcare
165736,19158,146578,11.559347395858474,88.44065260414152,Entertainment
10307,7133,3174,69.20539439216067,30.79460560783933,Housing
100021,14717,85304,14.713910078883435,85.28608992111657,Healthcare
154258,15846,138412,10.272400783103631,89.72759921689637,Entertainment
190668,39913,150755,20.933245222061384,79.06675477793861,Entertainment
